Msrmt Number,0.2 Alpha Legend,0.5 Alpha Legend,0.2 Alpha Bkgrnd,0.5 Alpha Bkgrnd,Date/Time,Latitude,Longitude,Position Accuracy (m),Barcode,Standard Comments,User Comment
253,  148,  104,  438,  287, 10/25/2017 16:16:32, 43.367692N, 79.745798W, 11, B04010,, 
254, , , , , 10/25/2017 16:18:15, 43.367783N, 79.745828W, 11, B04011,, 
255,  0.8,  0.0,  125,  101, 10/25/2017 16:20:41, 43.368080N, 79.745355W, 11, B04012,, 
256,  691,  294, 55.3, 33.8, 10/25/2017 16:22:15, 43.368153N, 79.745437W, 11, B04013,, 
257,  0.8,  0.0,  333,  255, 10/25/2017 16:25:24, 43.368622N, 79.744783W, 11, B04014,, 
258,  0.8,  0.0,  225,  116, 10/25/2017 16:26:36, 43.368613N, 79.744753W, 11, B04015,, 
259,  282,  143,  557,  338, 10/25/2017 16:28:06, 43.368603N, 79.744758W, 11, B04016,, 
260,  553,  324,  167,  105, 10/25/2017 16:28:52, 43.368607N, 79.744757W, 11, B04017,, 
261,  0.8,  0.0,  471,  213, 10/25/2017 16:30:21, 43.368577N, 79.744800W, 11, B04018,, 
262,  473,  299,  109, 88.5, 10/25/2017 16:32:40, 43.368575N, 79.744840W, 11, B04020,, 
263,  148, 88.2,  609,  327, 10/25/2017 16:33:01, 43.368573N, 79.744847W, 11, B04019,, 
264, 69.0, 30.8,  0.0,  0.0, 10/25/2017 16:35:13, 43.368485N, 79.745053W, 11, B04021,, 
265,  0.8,  0.0,  380,  237, 10/25/2017 16:35:33, 43.368493N, 79.745075W, 11, B04022,, 
266,  0.8,  0.0,  562,  270, 10/25/2017 16:37:48, 43.368648N, 79.744787W, 11, B04023,, 
267,  164, 93.5,  568,  315, 10/25/2017 16:39:46, 43.368652N, 79.744790W, 11, B04024,, 
268,  598,  278,  126, 78.4, 10/25/2017 16:40:12, 43.368650N, 79.744790W, 11, B04025,, 
269,  0.0,  0.0,  564,  267, 10/25/2017 16:44:55, 43.369578N, 79.743917W, 11, B04026,, 
270,  132, 94.0,  475,  252, 10/25/2017 16:45:11, 43.369580N, 79.743915W, 11, B04027,, 
271,  0.0,  0.0,  108, 86.3, 10/25/2017 16:46:56, 43.370513N, 79.742798W, 11, B04028,, 
272,  0.0,  0.0,  486,  269, 10/25/2017 16:48:11, 43.370497N, 79.742745W, 11, B04029,, 
273,  0.8,  0.0,  490,  365, 10/25/2017 16:52:29, 43.371140N, 79.742705W, 11, B04030,, 
274, 47.5, 25.9, 21.0, 13.7, 10/25/2017 16:53:05, 43.371173N, 79.742703W, 11, B04031,, 
275,  124, 98.8, 39.1, 24.9, 10/25/2017 16:53:19, 43.371198N, 79.742668W, 11, B04032,, 
276,  0.8,  0.0, 95.4, 80.0, 10/25/2017 16:55:24, 43.371142N, 79.742683W, 11, B04033,, 
277, 79.4, 38.9, 19.7,  8.5, 10/25/2017 17:18:06, 43.371477N, 79.743013W, 11, B04034,, 
278,  463,  300,  152, 90.3, 10/25/2017 17:20:46, 43.371490N, 79.743150W, 11, B04035,, 
279,  559,  310,  150, 92.9, 10/25/2017 17:21:14, 43.371453N, 79.743150W, 11, B04036,, 
280,  0.0,  0.0,  101, 82.9, 10/25/2017 17:22:14, 43.371435N, 79.743313W, 11, B04037,, 
281, 80.7, 40.4, 25.0, 10.6, 10/25/2017 17:23:47, 43.371607N, 79.743227W, 11, B04038,, 
282, 68.2, 36.1, 16.4,  6.3, 10/25/2017 17:24:45, 43.371545N, 79.743183W, 11, B04039,, 
283,  6.3,  2.1, 70.3, 34.4, 10/25/2017 17:27:24, 43.372000N, 79.744018W, 11, B04041,, 
284,  586,  336,  151, 93.5, 10/25/2017 17:29:33, 43.371988N, 79.743800W, 11, B04042,, 
285,  0.0, -0.5,  112, 86.0, 10/25/2017 17:30:34, 43.371993N, 79.743805W, 11, B04043,, 
286,  0.0,  0.0, 96.1, 81.6, 10/25/2017 17:31:34, 43.371983N, 79.743810W, 11, B04044,, 
287,  0.8, -0.5, 94.6, 80.5, 10/25/2017 17:35:43, 43.372018N, 79.743743W, 11, B04046,, 
288,  0.8,  0.0, 93.8, 78.8, 10/25/2017 17:36:29, 43.372018N, 79.743742W, 11, B04047,, 
289,  0.8,  0.0,  109, 88.2, 10/25/2017 17:37:15, 43.372017N, 79.743742W, 11, B04048,, 
290,  7.0,  2.6, 80.3, 38.0, 10/25/2017 17:40:47, 43.372530N, 79.745033W, 11, B04049,, 
291,  0.0, -0.5, 95.4, 81.6, 10/25/2017 17:44:36, 43.372920N, 79.745188W, 11, B04051,, 
292,  0.8,  0.0, 91.4, 78.2, 10/25/2017 17:45:52, 43.372933N, 79.745092W, 11, B04052,, 
293,  0.0,  0.0,  118, 92.4, 10/25/2017 17:46:17, 43.372948N, 79.745092W, 11, B04053,, 
294,  0.0,  0.0,  606,  407, 10/25/2017 17:51:53, 43.373108N, 79.745755W, 11, B04055,, 
295,  0.8,  0.0,  557,  366, 10/25/2017 18:40:25, 0.000000 , 0.000000 , 11, B04056,, 
296,  457,  235,  126, 84.3, 10/25/2017 18:45:06, 43.370527N, 79.748555W, 11, B04057,, 
297, , , , , 10/25/2017 18:46:20, 43.370615N, 79.748592W, 11, B04058,, 
298, , , , , 10/25/2017 18:48:03, 43.370672N, 79.748568W, 11, B04059,, 
299, , , , , 10/25/2017 18:51:12, 43.368848N, 79.749318W, 11, B04060,, 
300,  0.8,  0.5,  565,  261, 10/25/2017 18:52:52, 43.368503N, 79.749110W, 11, B04061,, 
301, , , , , 10/25/2017 18:54:17, 43.368605N, 79.748978W, 11, B04062,, 
302,  0.0,  0.5,  622,  354, 10/25/2017 18:54:40, 43.368603N, 79.749017W, 11, B04063,, 
303,  0.8,  0.0, 44.2, 18.4, 10/25/2017 18:59:05, 43.368233N, 79.748352W, 11, B04064,, 
304, , , , , 10/25/2017 19:02:48, 43.368485N, 79.747447W, 11, B04065,, 
305, , , , , 10/25/2017 19:02:52, 43.368477N, 79.747443W, 11, ,, 
306,  0.8,  0.5, 62.3, 27.5, 10/25/2017 19:04:54, 43.368705N, 79.747275W, 11, B04066,, 
307, , , , , 10/25/2017 19:07:30, 43.368800N, 79.747752W, 11, B04067,, 
308, , , , , 10/25/2017 19:10:06, 43.368578N, 79.747733W, 11, B04068,, 
309,  572,  318,  168, 94.5, 10/25/2017 19:10:44, 43.368645N, 79.747702W, 11, B04069,, 
310,  0.0,  0.0, 49.2, 21.2, 10/25/2017 19:12:03, 43.368550N, 79.747755W, 11, B04070,, 
311,  511,  323,  134, 92.4, 10/25/2017 19:18:11, 43.368908N, 79.746892W, 11, B04072,, 
312,  0.0,  0.0,  101, 86.3, 10/25/2017 19:23:09, 43.368665N, 79.746238W, 11, B04073,, 
313,  548,  336,  108, 70.8, 10/25/2017 19:24:29, 43.368668N, 79.746355W, 11, B04074,, 
314,  0.0, -0.5,  539,  383, 10/25/2017 19:27:29, 43.368412N, 79.745932W, 11, B04075,, 
315,  602,  313,  139, 83.4, 10/25/2017 19:36:14, 43.370688N, 79.745677W, 11, B04076,, 
316,  495,  311,  136, 79.2, 10/25/2017 19:52:43, 43.377090N, 79.748118W, 11, B04077,, 
317,  576,  304,  133, 70.8, 10/25/2017 19:56:56, 43.374460N, 79.746990W, 11, B04078,, 
318,  0.0, -0.5,  100, 82.6, 10/25/2017 20:01:30, 43.375773N, 79.748628W, 11, B04079,, 
319,  0.8,  0.0, 99.5, 82.1, 10/25/2017 20:02:26, 43.375762N, 79.748607W, 11, B04080,, 
320,  622,  301,  184, 93.5, 10/25/2017 20:07:00, 43.373923N, 79.747483W, 11, B04081,, 
321, , , , , 10/25/2017 20:08:20, 43.374013N, 79.747643W, 11, B04083,, 
322, , , , , 10/25/2017 20:10:09, 43.373803N, 79.747482W, 11, ,, 
323,  1.6,  0.0,  606,  292, 10/25/2017 20:16:58, 43.374900N, 79.749107W, 11, B04084,, 
324,  568,  320,  169, 89.3, 10/25/2017 20:17:59, 43.374883N, 79.749045W, 11, B04085,, 
325,  0.0, -0.5, 99.0, 82.9, 10/25/2017 20:21:18, 43.375515N, 79.749815W, 11, B04086,, 
326,  556,  260,  140, 78.2, 10/25/2017 20:26:12, 43.376130N, 79.751098W, 11, B04087,, 
327,  0.8,  0.0,  108, 91.4, 10/25/2017 20:31:30, 43.374505N, 79.751348W, 11, B04088,, 
328,  0.0, -0.5,  100, 89.0, 10/25/2017 20:33:04, 43.374302N, 79.751063W, 11, B04089,, 
329,  0.0,  0.0, 71.3, 69.3, 10/25/2017 20:34:05, 43.374303N, 79.751055W, 11, B04090,, 
330,  0.8,  0.0, 84.5, 70.4, 10/25/2017 20:36:55, 43.374473N, 79.749615W, 11, B04091,, 
331,  0.0, -0.5,  100, 83.2, 10/25/2017 20:38:09, 43.374377N, 79.749693W, 11, B04092,, 
332,  0.8, -0.5,  129, 94.8, 10/25/2017 20:38:48, 43.374378N, 79.749717W, 11, ,, 
333,  0.0,  0.0,  210, 86.6, 10/25/2017 20:43:46, 43.376580N, 79.752825W, 11, B04093,, 
334, 74.6, 65.3, 84.7, 73.7, 10/25/2017 20:47:27, 43.375235N, 79.755978W, 11, B04094,, 
335,  137, 79.4,  637,  331, 10/25/2017 20:49:14, 43.375292N, 79.755937W, 11, B04095,, 
336, 14.9, 11.2, 99.5, 79.5, 10/25/2017 20:53:09, 43.374618N, 79.755145W, 11, B04096,, 
337,  0.8,  0.0, 73.0, 61.1, 10/25/2017 20:54:22, 43.374652N, 79.755082W, 11, B04097,, 
338,  1.5,  0.0,  182, 87.7, 10/25/2017 21:04:21, 43.372785N, 79.755387W, 11, B04098,, 
339,  639,  281,  120, 72.9, 10/25/2017 21:05:57, 43.372813N, 79.755497W, 11, B04099,, 
340,  0.0,  0.0, 77.7, 70.6, 10/25/2017 21:13:42, 43.374152N, 79.756642W, 11, B04100,, 
341,  0.8,  0.0,  501,  235, 10/25/2017 21:19:40, 43.374780N, 79.757478W, 11, B04101,, 
342,  571,  294,  147, 96.6, 10/25/2017 21:29:44, 43.373073N, 79.758892W, 11, B04102,, 
343, 76.8, 35.1,  0.8, -0.5, 10/25/2017 21:34:10, 43.372057N, 79.759317W, 11, B04103,, 
344,  0.8,  0.0,  504,  328, 10/25/2017 21:35:13, 43.372050N, 79.759305W, 11, B04104,, 
345,  593,  273,  136, 68.1, 10/25/2017 21:37:10, 43.372140N, 79.759273W, 11, B04105,, 
346,  0.8,  0.5,  0.8,  0.5, 10/25/2017 21:38:30, 43.372140N, 79.759352W, 11, B04106,, 
347, 26.5, 11.6, 95.9, 44.9, 10/25/2017 21:45:29, 43.371053N, 79.757672W, 11, B04107,, 
348,  0.8,  0.0,  115, 95.3, 10/25/2017 21:50:25, 43.372818N, 79.755872W, 11, B04108,, 
349,  378,  270,  108, 66.9, 10/25/2017 22:04:57, 43.372207N, 79.753647W, 11, B04109,, 
350,  0.8,  0.0,  413,  311, 10/25/2017 22:07:55, 43.371718N, 79.753620W, 11, B04110,, 
351, 25.9,  9.6,  104, 50.3, 10/25/2017 22:10:01, 43.371190N, 79.753815W, 11, B04111,, 
352,  163,  105,  582,  332, 10/25/2017 22:10:19, 43.371183N, 79.753833W, 11, B04112,, 
353,  554,  273,  112, 81.1, 10/25/2017 22:10:46, 43.371187N, 79.753850W, 11, B04113,, 
354, 25.1,  9.0,  111, 51.9, 10/25/2017 22:13:44, 43.371083N, 79.754040W, 11, B04114,, 
355,  129, 83.2,  584,  307, 10/25/2017 22:14:03, 43.371090N, 79.754063W, 11, B04115,, 
356,  0.8,  0.5,  743,  315, 10/25/2017 22:17:59, 43.370645N, 79.754425W, 11, B04116,, 
357, , , , , 10/25/2017 22:21:13, 43.369602N, 79.755768W, 11, ,, 
358,  0.8,  0.0,  406,  311, 10/25/2017 22:22:27, 43.369925N, 79.755670W, 11, B04117,, 
359,  136, 77.0,  575,  314, 10/25/2017 22:27:23, 43.371295N, 79.754045W, 11, B04118,, 
360,  137, 84.2,  617,  336, 10/25/2017 22:27:59, 43.371143N, 79.753975W, 11, B04119,, 
361,  431,  273,  107, 74.8, 10/25/2017 22:28:32, 43.371098N, 79.753987W, 11, B04120,, 
362,  161, 80.7,  541,  309, 10/25/2017 22:30:43, 43.371125N, 79.753900W, 11, B04121,, 
363,  125, 83.9,  484,  325, 10/25/2017 22:31:02, 43.371103N, 79.753882W, 11, B04122,, 
364,  431,  321,  143, 80.0, 10/25/2017 22:31:47, 43.371050N, 79.753915W, 11, B04123,, 
365,  140, 71.2,  553,  295, 10/25/2017 22:34:41, 43.371163N, 79.754113W, 11, B04124,, 
366,  126, 90.0,  428,  305, 10/25/2017 22:35:11, 43.371250N, 79.754003W, 11, B04125,, 
367, 19.4,  8.4, 20.9,  8.9, 10/25/2017 22:37:33, 43.371290N, 79.753955W, 11, B04126,, 
368,  0.8,  0.5, 97.1, 81.1, 10/25/2017 22:40:10, 43.372172N, 79.753550W, 11, B04127,, 
369, 74.6, 60.6,  148,  109, 10/25/2017 22:42:16, 43.372292N, 79.753747W, 11, B04128,, 
370, 20.4, 15.9,  124, 98.0, 10/25/2017 22:43:04, 43.372307N, 79.753717W, 11, B04129,, 
371,  0.8,  0.0, 91.7, 77.9, 10/25/2017 22:44:25, 43.372327N, 79.753683W, 11, B04130,, 
372,  0.8,  0.0, 95.1, 82.4, 10/25/2017 22:44:57, 43.372387N, 79.753582W, 11, B04131,, 
373,  0.8,  0.0,  251,  195, 10/25/2017 22:48:30, 43.372683N, 79.753712W, 11, B04132,, 
374,  0.8,  0.0,  486,  337, 10/25/2017 22:49:28, 43.372643N, 79.753687W, 11, B04133,, 
375, 24.9,  9.0,  106, 86.1, 10/25/2017 22:51:00, 43.372923N, 79.753700W, 11, B04134,, 
376,  0.8,  0.5, 93.0, 40.4, 10/25/2017 22:53:13, 43.373353N, 79.753720W, 11, B04135,, 
377, 17.1, 13.2,  149,  120, 10/25/2017 22:55:12, 43.373673N, 79.753823W, 11, B04136,, 
378, 15.8,  7.0, 58.3, 29.0, 10/25/2017 22:57:29, 43.373858N, 79.753755W, 11, B04137,, 
379,  0.8,  0.5,  235,  184, 10/25/2017 22:58:27, 43.373872N, 79.753760W, 11, B04138,, 
380, , , , , 10/25/2017 23:00:55, 43.374235N, 79.753903W, 11, ,, 
381,  0.8,  0.0,  124,  105, 10/25/2017 23:02:35, 43.374048N, 79.753847W, 11, B04139,, 
382,  0.8,  0.5,  360,  273, 10/25/2017 23:04:19, 43.373895N, 79.753868W, 11, B04140,, 
383,  1.6,  0.5, 74.6, 35.8, 10/25/2017 23:05:40, 43.373913N, 79.753868W, 11, B04141,, 
384,  0.8,  0.0,  298,  231, 10/25/2017 23:07:53, 43.373800N, 79.753912W, 11, B04142,, 
385, 17.1, 13.2,  132,  102, 10/25/2017 23:12:58, 43.372393N, 79.753537W, 11, B04143,, 
386, 17.9, 13.2,  133,  103, 10/25/2017 23:13:27, 43.372382N, 79.753600W, 11, B04144,, 
387,  1.6,  0.5, 92.0, 78.7, 10/25/2017 23:13:57, 43.372417N, 79.753635W, 11, B04145,, 
388,  1.6,  0.5, 84.9, 72.4, 10/25/2017 23:14:16, 43.372428N, 79.753607W, 11, B04146,, 
389,  2.3,  1.1,  518,  249, 10/25/2017 23:20:05, 43.372408N, 79.754313W, 11, B04147,, 
390,  0.8,  0.0,  499,  373, 10/26/2017 14:35:50, 43.367437N, 79.738488W, 11, B04148,, 
391,  0.8,  0.0,  183,  138, 10/26/2017 14:46:01, 43.364658N, 79.739492W, 11, B04150,, 
392,  344,  245, 91.3, 68.3, 10/26/2017 14:47:31, 43.364823N, 79.739615W, 11, B04151,, 
393, 81.0, 65.0, 96.5, 81.2, 10/26/2017 14:52:58, 43.365865N, 79.741062W, 11, B04152,, 
394,  649,  311,  141, 91.4, 10/26/2017 14:54:46, 43.365765N, 79.741217W, 11, B04153,, 
395, 47.5, 38.6,  105, 85.1, 10/26/2017 14:55:22, 43.365712N, 79.741255W, 11, B04154,, 
396,  607,  277,  325,  200, 10/26/2017 14:58:12, 43.366467N, 79.741875W, 11, B04156,, 
397,  514,  330,  103, 70.2, 10/26/2017 14:58:28, 43.366450N, 79.741895W, 11, B04156,, 
398,  488,  327,  146, 87.0, 10/26/2017 15:02:01, 43.367018N, 79.742585W, 11, B04158,, 
399,  0.8,  0.0,  140,  112, 10/26/2017 15:03:36, 43.366973N, 79.742675W, 11, B04159,, 
400,  415,  307,  134, 89.1, 10/26/2017 15:08:35, 43.368353N, 79.744475W, 11, B04160,, 
401,  0.8,  0.0,  336,  170, 10/26/2017 15:18:10, 43.370485N, 79.737872W, 11, B04161,, 
402,  0.0,  0.0,  529,  217, 10/26/2017 15:19:27, 43.370453N, 79.737860W, 11, B04162,, 
403, 14.0,  5.3, 59.6, 28.4, 10/26/2017 15:23:26, 43.369967N, 79.737192W, 11, B04163,, 
404,  155, 86.4,  618,  322, 10/26/2017 15:25:47, 43.369598N, 79.736648W, 11, B04164,, 
405,  163, 92.5,  413,  230, 10/26/2017 15:25:58, 43.369598N, 79.736648W, 11, B04165,, 
406,  579,  316,  161, 90.1, 10/26/2017 15:26:19, 43.369592N, 79.736642W, 11, B04166,, 
407,  164, 99.3,  559,  314, 10/26/2017 15:27:26, 43.369610N, 79.736763W, 11, B04167,, 
408,  149,  101,  634,  312, 10/26/2017 15:27:44, 43.369605N, 79.736763W, 11, B04168,, 
409,  0.8,  0.0,  219,  102, 10/26/2017 15:29:05, 43.369743N, 79.736837W, 11, B04169,, 
410,  122, 77.7,  575,  336, 10/26/2017 15:30:27, 43.369737N, 79.736825W, 11, B04170,, 
411,  121, 84.6,  501,  282, 10/26/2017 15:30:43, 43.369737N, 79.736827W, 11, B04171,, 
412,  121, 77.7,  615,  333, 10/26/2017 15:30:57, 43.369738N, 79.736827W, 11, B04172,, 
413,  132, 77.2,  579,  324, 10/26/2017 15:32:26, 43.369820N, 79.736782W, 11, B04173,, 
414,  152, 84.0,  544,  295, 10/26/2017 15:32:40, 43.369805N, 79.736780W, 11, B04174,, 
415,  488,  286,  163, 80.1, 10/26/2017 15:32:53, 43.369810N, 79.736785W, 11, B04175,, 
416,  0.0,  0.0,  488,  210, 10/26/2017 15:34:16, 43.369853N, 79.736658W, 11, B04176,, 
417,  157, 94.6,  658,  315, 10/26/2017 15:35:44, 43.369823N, 79.736670W, 11, B04177,, 
418,  182, 97.0,  593,  350, 10/26/2017 15:35:56, 43.369823N, 79.736672W, 11, B04178,, 
419,  558,  348,  182, 95.1, 10/26/2017 15:36:08, 43.369823N, 79.736670W, 11, B04179,, 
420,  0.8,  0.0,  495,  159, 10/26/2017 15:37:22, 43.369685N, 79.736558W, 11, B04180,, 
421,  164, 83.5,  566,  328, 10/26/2017 15:38:45, 43.369683N, 79.736563W, 11, B04181,, 
422,  178, 90.4,  645,  325, 10/26/2017 15:38:57, 43.369680N, 79.736567W, 11, B04182,, 
423,  436,  273, , , 10/26/2017 15:39:07, 43.369678N, 79.736575W, 11, B04183,, 
424, 87.5, 51.5, , , 10/26/2017 15:39:11, 43.369668N, 79.736575W, 11, ,, 
425,  0.0,  0.0,  605,  349, 10/26/2017 15:41:47, 43.369293N, 79.736292W, 11, B04212,, 
426,  0.0,  0.0,  489,  325, 10/26/2017 15:44:02, 43.369188N, 79.736072W, 11, B04211,, 
427,  0.0,  0.0,  387,  299, 10/26/2017 15:46:00, 43.368908N, 79.735622W, 11, B04210,, 
428,  0.0, -0.5,  673,  350, 10/26/2017 15:47:34, 43.368615N, 79.735638W, 11, B04209,, 
429,  0.8,  0.0,  559,  348, 10/26/2017 15:51:49, 43.368478N, 79.735113W, 11, B04208,, 
430, 34.9, 15.8, 94.4, 44.1, 10/26/2017 15:56:39, 43.367723N, 79.734110W, 11, B04207,, 
431,  3.9,  1.1, 94.4, 40.5, 10/26/2017 15:56:48, 43.367723N, 79.734110W, 11, B04206,, 
432,  0.0,  0.5, 26.2, 23.5, 10/26/2017 15:58:53, 43.367692N, 79.733988W, 11, B04205,, 
433,  0.0, -0.5,  631,  382, 10/26/2017 16:20:22, 43.366850N, 79.739972W, 11, B04202,, 
434,  0.8,  0.0,  533,  357, 10/26/2017 16:20:42, 43.366843N, 79.739943W, 11, B04201,, 
435, 48.6, 19.4,  256, 95.6, 10/26/2017 16:31:29, 43.367188N, 79.737613W, 11, B04200,, 
436, 51.9, 20.5,  265, 99.0, 10/26/2017 16:32:37, 43.367340N, 79.737620W, 11, B04199,, 
437, 51.4, 19.6,  0.8, -0.5, 10/26/2017 16:52:06, 43.368918N, 79.756288W, 11, B04198,, 
438, , , , , 10/26/2017 16:53:54, 43.368523N, 79.756810W, 11, ,, 
439,  563,  337,  169,  105, 10/26/2017 16:55:05, 43.368483N, 79.756913W, 11, B04197,, 
440,  0.8, -0.5, 59.4, 26.7, 10/26/2017 16:56:03, 43.368417N, 79.756938W, 11, B04196,, 
441,  0.8, -0.5,  145,  115, 10/26/2017 17:00:01, 43.369542N, 79.758172W, 11, B04195,, 
442,  0.8, -0.5,  120, 99.0, 10/26/2017 17:02:08, 43.369853N, 79.758877W, 11, B04194,, 
443,  121, 70.1,  594,  322, 10/26/2017 17:04:50, 43.370313N, 79.759445W, 11, B04193,, 
444,  0.0,  0.0,  137,  110, 10/26/2017 17:05:16, 43.370315N, 79.759410W, 11, B04192,, 
445,  0.8,  0.0,  570,  389, 10/26/2017 17:11:53, 43.368737N, 79.761777W, 11, B04191,, 
446,  0.0, -0.5,  728,  366, 10/26/2017 17:13:20, 43.368502N, 79.762000W, 11, B04190,, 
447, 33.5, 12.7,  269, 94.3, 10/26/2017 17:17:26, 43.367468N, 79.759248W, 11, B04189,, 
448,  572,  318,  180, 90.1, 10/26/2017 17:19:29, 43.367058N, 79.758563W, 11, B04188,, 
449,  0.8,  0.0,  567,  366, 10/26/2017 17:20:30, 43.366962N, 79.758558W, 11, B04187,, 
450,  0.8,  0.0,  566,  348, 10/26/2017 17:21:46, 43.366945N, 79.758547W, 11, B04186,, 
451,  0.8, -0.5, 52.5, 20.4, 10/26/2017 18:15:51, 43.366128N, 79.759567W, 11, B04185,, 
452,  175, 83.3,  187, 84.6, 10/26/2017 18:18:47, 43.365988N, 79.759703W, 11, B04213,, 
453,  168, 89.3,  181,  103, 10/26/2017 18:19:00, 43.365998N, 79.759700W, 11, B04214,, 
454,  202,  132, , , 10/26/2017 18:19:12, 43.366005N, 79.759720W, 11, B04215,, 
455,  170, 84.6, , , 10/26/2017 18:19:15, 43.366003N, 79.759712W, 11, ,, 
456,  102, 63.8, , , 10/26/2017 18:20:34, 43.365958N, 79.759820W, 11, B04216,, 
457,  141, 73.6,  678,  277, 10/26/2017 18:21:28, 43.365973N, 79.759832W, 11, B04217,, 
458,  461,  298, 89.8, 69.9, 10/26/2017 18:21:42, 43.365977N, 79.759838W, 11, B04218,, 
459,  106, 74.5,  411,  281, 10/26/2017 18:23:39, 43.365897N, 79.759910W, 11, B04219,, 
460, 80.7, 61.1,  488,  261, 10/26/2017 18:23:52, 43.365897N, 79.759910W, 11, B04220,, 
461,  512,  269,  123, 70.9, 10/26/2017 18:24:06, 43.365900N, 79.759912W, 11, B04221,, 
462,  167, 93.8,  536,  351, 10/26/2017 18:25:34, 43.365995N, 79.759697W, 11, B04222,, 
463, , , , , 10/26/2017 18:25:35, 43.365995N, 79.759695W, 11, ,, 
464,  157, 92.2,  542,  321, 10/26/2017 18:25:48, 43.365988N, 79.759685W, 11, B04223,, 
465,  527,  343,  170, 93.0, 10/26/2017 18:26:03, 43.365978N, 79.759670W, 11, B04224,, 
466,  644,  287,  172, 95.1, 10/26/2017 18:29:19, 43.365737N, 79.760380W, 11, B04225,, 
467, 60.2, 50.3,  103, 87.2, 10/26/2017 18:30:13, 43.365593N, 79.760345W, 11, B04226,, 
468,  140, 80.4,  428,  225, 10/26/2017 18:32:15, 43.365723N, 79.760888W, 11, B04227,, 
469,  249, 93.0,  0.8,  0.0, 10/26/2017 18:35:50, 43.365602N, 79.761658W, 11, B04229,, 
470,  0.8, -0.5,  566,  365, 10/26/2017 18:36:05, 43.365633N, 79.761668W, 11, B04228,, 
471,  1.5,  0.5,  588,  347, 10/26/2017 18:37:56, 43.365565N, 79.761582W, 11, B04230,, 
472,  0.0,  0.0,  122, 71.0, 10/26/2017 18:40:21, 43.365498N, 79.761677W, 11, B04231,, 
473,  0.8,  0.0,  366,  203, 10/26/2017 18:44:06, 43.365670N, 79.762272W, 11, B04232,, 
474,  0.8, -0.5, 88.0, 71.8, 10/26/2017 18:45:31, 43.365837N, 79.762870W, 11, B04233,, 
475,  0.0,  0.0, 26.2, 11.0, 10/26/2017 18:49:11, 43.365898N, 79.763245W, 11, B04235,, 
476,  0.0,  0.0, 28.6, 11.6, 10/26/2017 18:49:43, 43.365902N, 79.763245W, 11, B04236,, 
477, 21.7, 19.5,  200,  123, 10/26/2017 18:51:31, 43.366057N, 79.763637W, 11, B04237,, 
478,  164, 88.5,  468,  286, 10/26/2017 18:51:44, 43.366040N, 79.763595W, 11, B04238,, 
479,  577,  266,  155, 83.8, 10/26/2017 18:52:08, 43.366038N, 79.763583W, 11, B04239,, 
480,  0.8,  0.0,  598,  311, 10/26/2017 18:53:10, 43.366055N, 79.763602W, 11, B04240,, 
481,  0.0,  0.0,  604,  367, 10/26/2017 18:54:21, 43.366187N, 79.763605W, 11, B04241,, 
482,  0.8,  0.0,  703,  345, 10/26/2017 18:55:27, 43.366175N, 79.763830W, 11, B04242,, 
483, 22.6,  9.0,  113, 52.7, 10/26/2017 18:56:29, 43.366170N, 79.763745W, 11, B04243,, 
484,  185,  105,  611,  333, 10/26/2017 18:56:51, 43.366170N, 79.763743W, 11, B04244,, 
485,  601,  287,  196,  102, 10/26/2017 18:58:11, 43.366172N, 79.763720W, 11, B04245,, 
486,  132, 83.5,  614,  296, 10/26/2017 18:58:37, 43.366173N, 79.763727W, 11, B04246,, 
487,  141, 72.2,  620,  292, 10/26/2017 18:58:53, 43.366175N, 79.763737W, 11, B04247,, 
488,  606,  304,  133, 79.0, 10/26/2017 18:59:08, 43.366182N, 79.763748W, 11, B04248,, 
489,  0.0,  0.5, 40.0, 32.4, 10/26/2017 19:00:30, 43.366088N, 79.763855W, 11, B04249,, 
490,  114, 84.8,  433,  213, 10/26/2017 19:01:51, 43.366095N, 79.763828W, 11, B04250,, 
491,  113, 66.4,  401,  263, 10/26/2017 19:02:05, 43.366098N, 79.763862W, 11, B04251,, 
492,  135, 74.1,  466,  235, 10/26/2017 19:02:19, 43.366102N, 79.763860W, 11, B04252,, 
493,  127, 70.8,  275,  192, 10/26/2017 19:03:42, 43.366053N, 79.763672W, 11, B04253,, 
494,  170, 80.9, , , 10/26/2017 19:03:47, 43.366053N, 79.763670W, 11, ,, 
495,  0.8,  0.0,  352,  250, 10/26/2017 19:05:10, 43.365910N, 79.763235W, 11, B04254,, 
496, , , , , 10/26/2017 19:06:25, 43.365867N, 79.763147W, 11, B04255,, 
497,  0.8,  0.0, 98.3, 80.4, 10/26/2017 19:12:48, 43.366265N, 79.764183W, 11, B04257,, 
498,  0.8,  0.0,  430,  266, 10/26/2017 19:15:46, 43.366363N, 79.764510W, 11, B04258,, 
499, , , , , 10/26/2017 19:15:48, 43.366363N, 79.764510W, 11, ,, 
500,  0.8,  0.5,  538,  370, 10/26/2017 19:17:09, 43.366518N, 79.764698W, 11, B04259,, 
501,  0.8,  0.0, 80.3, 68.6, 10/26/2017 19:19:57, 43.366745N, 79.764993W, 11, B04260,, 
502,  501,  326,  132, 83.5, 10/26/2017 19:21:42, 43.366633N, 79.765213W, 11, B04261,, 
503,  0.8,  0.0, 72.5, 36.1, 10/26/2017 19:22:03, 43.366595N, 79.765185W, 11, B04262,, 
